Anthology Publication Year,Anthology Type,Anthology Title,Collection Type,Source Title,Source Genre,Original Publication Year,Publication Decade,Author,Author Birth Year,Author Birth Decade,Author Gender,Anthology Section Header,Anthology Edition,Anthology Editors
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,An Area in the Cerebral Hemisphere,Short Story,1975,1970s,Clarence Major,1936,1930s,Male,Breaking New Ground,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,A House Full of Maude,Short Story,1987,1980s,Colleen McElroy,1935,1930s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,The Woman Who Would Eat Flowers,Short Story,1990,1990s,Colleen McElroy,1935,1930s,Female,Them and Us,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Neighbors,Short Story,1967,1960s,Diane Oliver,1966,1960s,Female,The Changing Times,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Neighbors,Short Story,1966,1960s,Diane Oliver,1966,1960s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,The Typewriter,Short Story,1926,1920s,Dorothy West,1907,1900s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Literature Collection,Brotherman : the odyssey of black men in America,Theme,A New Man,Short Story,1992,1990s,Edward P. Jones,1950,1950s,Male,What's Love Got to Do with It,1st Ed,Herb Boyd; Robert L Allen; Tom Feelings
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Lost in the City,Short Story,1992,1990s,Edward P. Jones,1950,1950s,Male,We Who Have,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,New York Day Women,Short Story,1995,1990s,Edwidge Danticat,1969,1960s,Male,Launching The Future,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,The Two Offers,Short Story,1859,1850s,Frances E. W. Harper,1825,1820s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,White Rat,Short Story,1977,1970s,Gayl Jones,1949,1940s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Kinnena Browne,Short Story,1982,1980s,Gloria Naylor,1950,1950s,Female,The Changing Times,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,,Short Story,,0s,Gloria Naylor,1950,1950s,Female,,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Justice Wears Dark Glasses,Short Story,1944,1940s,Grace W. Tompkins,,0s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Wedding Day,Short Story,1926,1920s,Gwendolyn Brooks,1917,1910s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Part of the Pack: Another View of Night Life in Harlem,Short Story,1935,1930s,Hazel V. Campbell,,0s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Silences,Short Story,1990,1990s,Helen Elaine Lee,,0s,Female,The Family,2nd Ed,Gloria Naylor
1995,Special Topics - Black Literature Collection,Brotherman : the odyssey of black men in America,Theme,Strike and Fade,Short Story,1974,1970s,Henry Dumas,1935,1930s,Male,Boyz 'n the Hood,1st Ed,Herb Boyd; Robert L Allen; Tom Feelings
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,After Dreaming of President Johnson,Short Story,1992,1990s,Howard Gordon,,0s,Male,A Personal Past,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Color Me Real,Short Story,1984,1980s,J. California Cooper,1940,1940s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Blackness ,Short Story,1983,1980s,Jamaica Kincaid,1949,1940s,Female,We Who Have,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,A Loaf of Bread,Short Story,1972,1970s,James Alan McPherson,1943,1940s,Male,Them and Us,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Tell Me How Long the Train's Been Gone,Short Story,1968,1960s,James Baldwin,1924,1920s,Male,The Shelf,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Crusader Rabbit,Short Story,1988,1980s,Jess Mowry,1960,1960s,Male,The Family,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Emmy,Short Story,1913 - 1914,1910s,Jessie Fauset,1882,1880s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,My House and a Glimpse of My Life Therein,Short Story,1914,1910s,Jessie Fauset,1882,1880s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Long Distance,Short Story,1989,1980s,Jewell Parker Rhodes,1954,1950s,Female,A Personal Past,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Louisiana,Short Story,1991,1990s,Jewelle Gomez,1948,1940s,Female,Slavery,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Darnballak,Short Story,1981,1980s,John Edgar Wideman,1941,1940s,Male,Slavery,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Young Reverend Zelma Lee Moses,Short Story,1990,1990s,Joyce Carol Thomas,1938,1930s,Female,The Faith,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,"Not Your Singing, Dancing Spade",Short Story,1967,1960s,Julia Fields,1938,1930s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Transaction,Short Story,1992,1990s,Kelvin Christopher James,,0s,Male,We Who Have Not,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Mob Madness,Short Story,1936,1930s,Marion Cuthbert,1896,1890s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,A Possible Triad on Black Notes,Short Story,1933,1930s,Marita O. Bonner,1899,1890s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,The Last Day of School,Short Story,1994,1990s,Maxine Clair,,0s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Steady Going Up,Short Story,1972,1970s,Maya Angelou,1928,1920s,Female,The Changing Times,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,All That Hari,Short Story,1946,1940s,Melissa Linn,,0s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,By the Way of Morning Fire,Short Story,1983,1980s,Michael Weaver,,0s,Male,The Shelf,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Sanctuary,Short Story,1930,1930s,Nella Larsen,1891,1890s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,A Revolutionary Tale,Short Story,1971,1970s,Nikki Giovanni,1943,1940s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,oh she gotta head fulla hair,Short Story,1978,1970s,Ntozake Shange,1948,1940s,Female,Breaking New Ground,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Conjure Man,Short Story,1938,1930s,Octavia B. Wynbush,1947,1940s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,"As the Lord Lives, He is One of Our Mother's Children",Short Story,1903,1900s,Pauline E. Hopkins,1859,1850s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,"Backwacking, a Plea to the Senator",Short Story,1977,1970s,Ralph Ellison,1914,1910s,Male,Them and Us,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,"Run, Mourner, Run",Short Story,1992,1990s,Randall Kenan,1963,1960s,Male,We Who Have,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Second-Hand Man,Short Story,1985,1980s,Rita Dove,1952,1950s,Female,The Family,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,The Spray Paint King,Short Story,1985,1980s,Rita Dove,1952,1950s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,The Taming of a Modern Shrew,Short Story,1904,1900s,Ruth D. Todd,,0s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Blues for Little Prez,Short Story,1973,1970s,Sam Greenlee,1930,1930s,Male,We Who Have Not,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,The Tale of Gorgik,Short Story,1979,1970s,Samuel R. Delany,1942,1940s,Male,Slavery,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,In a House of Wooden Monkeys,Short Story,1989,1980s,Shay Youngblood,1959,1950s,Female,The Faith,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Mrs. Adis,Short Story,1922,1920s,Sheila Kaye-Smith,1887,1880s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Meditations on History,Short Story,1980,1980s,Sherley Anne Williams,1944,1940s,Female,Slavery,2nd Ed,Gloria Naylor
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,Ma'Dear,Short Story,1987,1980s,Terry McMillan,1951,1950s,Female,We Who Have Not,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Ma'Dear,Short Story,1987,1980s,Terry McMillan,1951,1950s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,And Love Them?,Short Story,1993,1990s,Thomas Glave,,0s,Male,Them and Us,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,"Gorilla, My Love",Short Story,1972,1970s,Toni Cade Bambara,1939,1930s,Female,,1st Ed,Bill Mullen;
1995,Short Story Black Collection,"Children of the Night: the Best Short Stories by Black writers, 1967 to the Present",Chronological,The Lesson,Short Story,1972,1970s,Toni Cade Bambara,1939,1930s,Female,The Changing Times,2nd Ed,Gloria Naylor
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Aunt Lindy: A Story Founded on Real Life,Short Story,1893,1890s,Victoria Earle Matthers,,0s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,In the City of Sleep,Short Story,1988,1980s,Wanda Coleman,1946,1940s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,Drenched in Light,Short Story,1924,1920s,Zora Neale Hurston,1891,1890s,Female,,1st Ed,Bill Mullen;
1995,Special Topics - Black Women Writers Collection,"Revolutionary Tales: African American Women's Short Stories, From the First Story to the Present ",Chronological,The Gilded Six-Bit,Short Story,1933,1930s,Zora Neale Hurston,1891,1890s,Female,,1st Ed,Bill Mullen;
1996,Special Topics - General,The Riverside Anthology of Literature,Chronological,Everyday Use,Short Story,1973,1970s,Alice Walker,1944,1940s,Female,,3rd Ed,Douglass Hunt
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,Her Sweet Jerome,Short Story,1984,1980s,Alice Walker,1944,1940s,Female,Part Three - Fiction - A Focused Study: Alice Walker,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,The Witness,Short Story,1971,1970s,Ann Petry,1911,1910s,Female,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,The Sheriff's Children,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,One More Way to Die,Short Story,1946,1940s,Chester Himes,1909,1900s,Male,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,White Rat,Short Story,1977,1970s,Gayl Jones,1949,1940s,Female,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,Lucielia Louise Turner,Short Story,,0s,Gloria Naylor,1950,1950s,Female,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,Happiness Does Not Come in Colors,Short Story,1986,1980s,J. California Cooper,1940,1940s,Female,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,Previous Condition ,Short Story,1965,1960s,James Baldwin,1924,1920s,Male,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Special Topics - General,The Riverside Anthology of Literature,Chronological,Sonny's Blues,Short Story,1957,1950s,James Baldwin,1924,1920s,Male,,3rd Ed,Douglass Hunt
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,Crusader Rabbit,Short Story,1988,1980s,Jess Mowry,1960,1960s,Male,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,Mary Elizabeth,Short Story,,0s,Jessie Fauset,1882,1880s,Female,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,Son in the Afternoon,Short Story,1962,1960s,John A. Williams,1925,1920s,Male,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,Doc's Story,Short Story,1986,1980s,John Edgar Wideman,1941,1940s,Male,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,A Dash for Liberty,Short Story,1901,1900s,Pauline E. Hopkins,1859,1850s,Female,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,The Man Who Killed a Shadow,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,Zora,Short Story,,0s,Terry McMillan,1951,1950s,Female,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,A Tender Man,Short Story,1977,1970s,Toni Cade Bambara,1939,1930s,Female,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Special Topics - General,The Riverside Anthology of Literature,Chronological,The Lesson,Short Story,1972,1970s,Toni Cade Bambara,1939,1930s,Female,,3rd Ed,Douglass Hunt
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,Recitatif,Short Story,1983,1980s,Toni Morrison,1931,1930s,Female,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1996,Special Topics - Black Women Writers Collection,Harlem's glory : Black women writing : 1900-1950,Theme,Spunk,Short Story,1925,1920s,Zora Neale Hurston,1891,1890s,Female,Part 5 - Spunk,1st Ed,Lorraine Elena Roses; Ruth Elizabeth Randolph;
1996,Special Topics - General,The Riverside Anthology of Literature,Chronological,Spunk,Short Story,1925,1920s,Zora Neale Hurston,1891,1890s,Female,,3rd Ed,Douglass Hunt
1996,Comprehensive African American Collection ,Cornerstones: Anthology of African American Literature  ,Genre,Sweat,Short Story,1926,1920s,Zora Neale Hurston,1891,1890s,Female,Part Three - Fiction Selections ,1st Ed,Melvin Burke Donalson
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Sister Josepha,Short Story,1899,1890s,Alice Dunbar Nelson,1875,1870s,Female,Response: The Written Tradition,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Advancing Luna and Ida B. Wells,Short Story,1982,1980s,Alice Walker,1944,1940s,Female,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Everyday Use,Short Story,1973,1970s,Alice Walker,1944,1940s,Female,Women's Voices of Self-Definition,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Everyday Use,Short Story,1973,1970s,Alice Walker,1944,1940s,Female,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Like a Winding Sheet,Short Story,1945,1940s,Ann Petry,1911,1910s,Female,Response: Voices of the Reformation,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Like a Winding Sheet,Short Story,1945,1940s,Ann Petry,1911,1910s,Female,"Realism, Naturalism, Modernsim - 1940 - 1960 ",1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Miss Muriel,Short Story,1971,1970s,Ann Petry,1911,1910s,Female,Response: Voices of the Reformation,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Education of Mingo,Short Story,1977,1970s,Charles Johnson,1948,1940s,Male,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,The Goophered Grapevine,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,Response: The Written Tradition,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Goophered Grapevine,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,Literature of the Reconstruction to the New Negro Renaissance - 1865 - 1919 ,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Passing of Grandison,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,Literature of the Reconstruction to the New Negro Renaissance - 1865 - 1919 ,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,The Wife of His Youth,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,Response: The Written Tradition,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Wife of His Youth,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,Literature of the Reconstruction to the New Negro Renaissance - 1865 - 1919 ,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Marihuana and a Pistol,Short Story,1940,1940s,Chester Himes,1909,1900s,Male,Response: Voices of the Reformation,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Salute to the Passing,Short Story,1939,1930s,Chester Himes,1909,1900s,Male,"Realism, Naturalism, Modernsim - 1940 - 1960 ",1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Wharf Rats,Short Story,,0s,Eric Walrond,1898,1890s,Male,Harlem Renaissance - 1919 - 1940 ,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Sky is Gray,Short Story,1963,1960s,Ernest Gaines,1933,1930s,Male,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Three Men,Short Story,,0s,Ernest Gaines,1933,1930s,Male,Response: Voices of the New Black Renaissance,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Two Offers,Short Story,1859,1850s,Frances E. W. Harper,1825,1820s,Female,The Literature of Slavery and Freedom - 1746 - 1865,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Ravenna,Short Story,0,00s,Gayl Jones,1949,1940s,Female,Women's Voices of Self-Definition,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Ark of Bones,Short Story,1974,1970s,Henry Dumas,1935,1930s,Male,Response: Voices of the New Black Renaissance,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Columbus in Chains from Annie John,Short Story,1985,1980s,Jamaica Kincaid,1949,1940s,Female,Voices of the New Wave,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,A Solo Song: For Doc,Short Story,1969,1960s,James Alan McPherson,1943,1940s,Male,The Black Arts Movement - 1960 - 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Sonny's Blues,Short Story,1957,1950s,James Baldwin,1924,1920s,Male,Response: Voices of African American Tradition and Modernism,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Sonny's Blues,Short Story,1957,1950s,James Baldwin,1924,1920s,Male,"Realism, Naturalism, Modernsim - 1940 - 1960 ",1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,newborn thrown in trash and dies,Short Story,1992,1990s,John Edgar Wideman,1941,1940s,Male,Voices of the New Wave,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Call and Response: The Riverside Anthology of the African American Literary Tradition,Chronological,Feet Live Their Own Life,Short Story,1961,1960s,Langston Hughes,1902,1900s,Male,Response: Voices of the Harlem Renaissance,1st Ed,Patricia Liggins Hill
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Best of Simple - A Toast to Harlem,Short Story,,0s,Langston Hughes,1902,1900s,Male,Harlem Renaissance - 1919 - 1940 ,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Best of Simple - Feet Live Their Own Life,Short Story,,0s,Langston Hughes,1902,1900s,Male,Harlem Renaissance - 1919 - 1940 ,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Best of Simple - Jealousy,Short Story,,0s,Langston Hughes,1902,1900s,Male,Harlem Renaissance - 1919 - 1940 ,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,The Blues I'm Playing,Short Story,1934,1930s,Langston Hughes,1902,1900s,Male,Harlem Renaissance - 1919 - 1940 ,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Columba,Short Story,,0s,Michelle Cliff,1946,1940s,Female,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Bloodchild,Short Story,1995,1990s,Octavia Butler,1947,1940s,Female,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,Reena,Short Story,1983,1980s,Paule Marshall,1929,1920s,Female,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
1997,Comprehensive African American Collection ,Norton Anthology of African American Literature (1997),Chronological,"To Da-duh, in Memoriam",Short Story,1967,1960s,Paule Marshall,1929,1920s,Female,Literature Since 1970,1st Ed,Henry Louis Gates; Nellie Y McKay
